bedrooms,house_size,floor,city,price
1,1447,1,Gurugram,263718
5,2594,2,,533845
5,1362,3,Bengaluru,567295
4,1024,2,Gurugram,407618
4,1387,2,Bengaluru,489101
4,707,3,Gurugram,342967
1,3882,2,Gurugram,649758
1,3294,3,Gurugram,577967
3,648,1,Bengaluru,277764
4,937,2,Gurugram,357169
5,2702,3,Noida,580564
2,3661,3,Bengaluru,864748
3,2221,2,Noida,393622
1,857,1,Bengaluru,214352
3,3745,2,,566319
3,1740,3,Bengaluru,544939
3,2430,1,Noida,405545
3,955,2,Bengaluru,399022
2,3323,3,Gurugram,617798
4,2132,2,Gurugram,518953
5,1128,1,Noida,370901
3,3770,1,,708555
3,3379,1,Bengaluru,840613
3,,1,Gurugram,309213
4,3080,1,Noida,541057
1,699,2,Gurugram,165735
1,870,1,Gurugram,197140
2,1513,,Noida,265004
1,2482,3,Noida,344850
3,3400,1,Bengaluru,817391
3,1971,3,Bengaluru,556244
3,747,3,Noida,243121
2,1287,3,Bengaluru,365712
3,2811,2,Noida,463346
1,3629,2,Gurugram,626787
4,3873,3,Gurugram,832791
4,2578,2,Noida,474885
5,2021,1,Gurugram,553902
1,1772,2,Bengaluru,405456
3,1104,1,Bengaluru,406871
4,3842,1,Noida,589755
1,2189,,Noida,274383
4,1917,2,Bengaluru,618408
3,2320,3,Noida,405215
4,1001,2,Bengaluru,398860
5,3655,2,Noida,618152
5,3936,2,Gurugram,862210
4,3433,1,Noida,531853
1,1048,1,Bengaluru,267888
1,1865,,Bengaluru,415704
1,1338,3,Noida,194880
4,1930,3,Bengaluru,606241
1,1948,3,Gurugram,375385
3,3664,1,Noida,532789
5,1347,2,Bengaluru,557886
3,1113,3,,331288
1,911,3,Noida,198930
3,2979,1,Noida,512319
1,1177,3,Bengaluru,307001
4,658,2,Bengaluru,316256
3,2561,1,Bengaluru,637368
4,872,,Noida,287263
4,2772,2,Bengaluru,760517
2,1596,2,Noida,279702
1,3820,2,Bengaluru,844165
5,3058,3,Noida,560078
1,1102,2,Gurugram,231869
5,715,1,Gurugram,357130
1,2496,2,,609911
4,2064,1,Bengaluru,595168
3,2340,1,Gurugram,495823
3,2462,3,Gurugram,549970
2,3535,2,Bengaluru,811958
5,3791,,Noida,681762
,3387,2,Bengaluru,927002
,,2,Bengaluru,496882
4,,2,Noida,418786
5,3960,2,Noida,642181
3,,2,Gurugram,651841
,1565,1,Noida,357448
,,1,Gurugram,223883
,3420,2,Bengaluru,943843
5,782,1,Gurugram,354889
1,1581,3,Noida,256241
5,,3,Bengaluru,958921
1,3084,3,Bengaluru,714619
4,3644,2,Bengaluru,972326
3,2408,2,Noida,421620
1,3470,1,Bengaluru,724944
2,1652,1,Bengaluru,421014
1,3389,1,Gurugram,585368
5,3997,3,Gurugram,880660
4,1447,3,Noida,387707
,1164,3,Bengaluru,461021
1,2217,3,Gurugram,403956
3,1648,1,Bengaluru,502633
2,566,2,Bengaluru,198651
4,2553,2,Gurugram,596555
5,1136,3,Gurugram,451729
5,813,2,Noida,355473
3,3897,2,Noida,533810
4,1064,2,Bengaluru,407737
1,2101,3,Bengaluru,492336
5,1325,1,Gurugram,457494
3,3053,1,Bengaluru,801701
4,1605,2,Noida,362940
4,1525,1,Gurugram,428887
4,2751,1,Gurugram,654480
4,1161,3,Gurugram,425431
4,1304,3,Bengaluru,468520
5,2951,2,Bengaluru,873708
,3674,2,Gurugram,737748
4,1035,2,Gurugram,379165
2,1891,3,Noida,295636
2,1735,1,Gurugram,358339
3,3124,3,Bengaluru,792240
1,3780,3,Bengaluru,846578
1,3310,1,Bengaluru,713411
1,2420,1,Gurugram,417704
2,2664,2,Gurugram,507560
1,1127,1,Noida,141530
5,1248,1,Noida,436701
4,,,Gurugram,308655
2,3042,1,Gurugram,595740
3,545,,Noida,202187
3,3370,2,Gurugram,705874
4,1854,1,,572870
2,1739,1,Noida,294505
1,1481,2,Bengaluru,386035
1,1459,2,Noida,246118
5,,1,Gurugram,561322
5,2336,3,Bengaluru,727113
1,3392,2,Gurugram,578504
3,2996,2,Bengaluru,781020
3,3083,2,Noida,467582
5,3058,1,Gurugram,710237
4,1981,1,,476184
1,2059,2,Bengaluru,462236
5,3087,1,Bengaluru,886285
5,2007,1,Bengaluru,679038
1,,2,Bengaluru,604635
1,2500,1,Noida,355519
3,2790,3,Gurugram,628263
4,2473,1,Gurugram,577909
4,3778,1,Gurugram,757986
1,1411,,Bengaluru,347077
2,,2,Noida,288376
5,3308,3,Gurugram,779517
5,2302,1,Gurugram,623118
1,3252,3,,739995
2,2253,3,Bengaluru,612119
3,614,2,Gurugram,270010
1,2103,1,Noida,244788
1,1822,2,Gurugram,331900
5,2360,3,Gurugram,642051
1,2944,3,,673373
1,2941,2,Gurugram,537315
1,1598,2,,309840
5,1477,2,Gurugram,488021
3,,2,Gurugram,439270
3,1626,2,Bengaluru,479065
1,796,3,Noida,165775
5,3549,2,Gurugram,806543
3,2725,1,Bengaluru,716897
3,3786,3,Noida,567611
3,3514,3,Bengaluru,880532
5,2862,1,Gurugram,669266
5,1562,1,Gurugram,494311
1,758,,Noida,154915
4,2554,2,Gurugram,630536
3,2596,3,Gurugram,595963
4,2708,3,Noida,491224
5,2392,1,Gurugram,606361
5,675,3,Noida,320426
5,3573,2,Bengaluru,981302
4,1500,,Bengaluru,500515
5,2418,3,Noida,573946
1,3002,3,,357892
5,2167,2,Bengaluru,704571
2,775,3,Gurugram,233392
4,3045,3,,534992
2,1175,3,Gurugram,299582
5,2323,,,528529
1,1551,2,Noida,233906
3,1856,3,Bengaluru,566761
5,3572,3,Bengaluru,979359
1,3759,3,Bengaluru,853386
4,2603,1,Noida,460665
2,1046,2,Noida,196475
2,1635,,Bengaluru,433362
2,3881,1,Noida,500367
4,2583,2,Gurugram,582455
1,2540,1,Noida,331471
4,938,1,,334476
2,2252,1,Noida,318120
5,2115,2,Gurugram,587249
3,2349,3,Bengaluru,666946
4,,2,Gurugram,666983
4,2100,,Noida,448812
1,,2,Bengaluru,806012
1,2163,1,Noida,282913
4,806,3,Gurugram,328306
2,1118,2,Gurugram,271728
3,1632,2,Noida,367957
1,1895,3,Gurugram,344486
2,2904,3,Bengaluru,709675
5,2728,,Bengaluru,804265
1,1879,1,Gurugram,357233
2,2199,3,Noida,358078
2,2615,1,Gurugram,513246
3,2839,2,Gurugram,618467
3,3239,1,Gurugram,639093
5,680,3,Gurugram,403490
2,2981,1,Gurugram,586948
2,1987,3,Noida,334388
3,1413,1,Noida,279174
1,2057,2,Gurugram,354450
1,2613,1,Gurugram,460795
4,1544,,,506661
3,2135,3,Gurugram,473382
4,2931,2,Bengaluru,823874
3,2138,3,Bengaluru,598424
5,2082,3,Bengaluru,744788
2,2586,2,Noida,365450
5,1808,2,Bengaluru,621652
3,1321,1,Noida,299284
2,1101,1,Noida,224191
1,2120,2,Gurugram,386316
1,1284,2,Noida,196240
4,3907,2,Noida,675556
3,1711,2,Noida,374315
3,1170,3,Noida,313870
1,1766,2,Bengaluru,398691
5,1596,2,Noida,428121
2,,2,Gurugram,587110
5,2497,2,Bengaluru,784364
5,3108,3,Gurugram,771752
1,600,1,Gurugram,137176
,3061,1,Bengaluru,671429
1,2279,1,Noida,272799
4,675,1,Gurugram,337944
5,737,1,Bengaluru,421376
3,3457,3,Bengaluru,861253
2,3630,1,Gurugram,658997
4,1622,3,Noida,393206
3,3418,3,Bengaluru,846001
5,2477,1,,526303
1,3042,1,Gurugram,517839
5,3494,1,Gurugram,773513
2,2503,2,Gurugram,477507
4,2037,3,Bengaluru,654491
4,1254,1,Bengaluru,466162
2,3868,2,Bengaluru,879706
3,2758,3,Noida,445843
3,1646,2,Gurugram,417010
4,3800,2,Bengaluru,981276
4,1911,1,Gurugram,500491
1,639,3,Bengaluru,172416
3,1040,2,Bengaluru,380408
2,1914,3,Gurugram,392716
3,769,1,,265280
1,1535,3,Bengaluru,407858
4,2390,,Bengaluru,721134
4,3960,2,Gurugram,764822
1,3908,3,Bengaluru,855616
2,1005,2,Gurugram,269189
4,1629,2,Gurugram,475849
5,2579,2,Gurugram,674867
4,3645,1,,964692
5,3742,1,Bengaluru,962069
1,,,Noida,291173
1,1592,3,Noida,240355
4,1312,1,Bengaluru,488989
,861,3,Noida,282136
5,1956,2,Gurugram,572898
2,1428,2,Noida,250058
4,599,3,Noida,279703
2,,1,Bengaluru,533611
4,2556,3,Bengaluru,721578
3,3244,3,Noida,484498
3,1552,2,Noida,303386
3,3685,1,Noida,535219
3,,,Gurugram,633836
1,1420,1,Noida,183464
1,3714,2,Gurugram,592870
5,2937,1,Bengaluru,840013
2,1131,2,Bengaluru,375801
4,1181,1,Noida,328220
4,2704,3,Bengaluru,786801
1,2882,2,Bengaluru,650000
4,2807,3,Gurugram,649887
1,2629,2,Gurugram,434888
5,1253,1,Gurugram,439816
2,1964,1,Noida,295704
5,3743,2,Bengaluru,1048224
3,3802,2,Bengaluru,934064
3,1219,2,Gurugram,378400
3,574,1,Bengaluru,297348
5,1793,2,Bengaluru,611681
4,2422,2,Noida,462223
2,3173,3,Noida,480997
3,561,2,Bengaluru,293463
3,1373,3,Bengaluru,464654
3,819,3,Bengaluru,362071
2,2649,3,Bengaluru,669407
3,1952,1,Gurugram,463727
2,1373,3,Noida,273342
3,2245,2,Gurugram,499954
5,3501,1,Noida,588938
5,2802,1,Bengaluru,783260
2,2055,1,Bengaluru,514412
5,3117,1,Bengaluru,892132
2,611,1,Gurugram,206421
5,3532,1,Noida,625918
5,3884,1,,645879
2,3545,3,Gurugram,716190
4,960,2,Bengaluru,452545
5,3255,2,Gurugram,727898
,1386,3,Bengaluru,470330
4,,3,Bengaluru,572375
2,1575,1,Noida,225049
4,1019,1,Noida,315237
1,,3,Bengaluru,352538
1,3669,1,Noida,426787
5,2783,2,Bengaluru,834319
5,2424,2,Gurugram,635181
,3945,1,Noida,568551
4,2104,1,Gurugram,556566
1,1426,1,Gurugram,289311
5,1056,,Bengaluru,504706
4,3196,1,,508451
5,2781,3,Bengaluru,876748
5,1555,1,Bengaluru,577298
1,3860,3,Bengaluru,844188
1,1078,1,Noida,176107
5,1041,1,Gurugram,405257
2,2661,2,Gurugram,521911
5,2751,3,Gurugram,698672
5,1552,3,Bengaluru,576675
,3190,3,Gurugram,661615
3,973,2,Bengaluru,350581
3,3244,3,Noida,490252
2,2800,2,Bengaluru,659781
2,1404,1,Noida,242925
5,2445,1,Bengaluru,737986
3,885,3,Bengaluru,366477
2,561,1,Gurugram,216076
1,1014,1,Gurugram,225341
5,929,3,Bengaluru,485249
4,1079,1,Noida,335663
5,2060,3,Gurugram,570466
4,1664,3,Gurugram,472918
3,3290,1,Bengaluru,853588
4,1823,1,Bengaluru,563707
,3222,1,Bengaluru,841477
1,2858,1,Bengaluru,623255
4,970,1,Bengaluru,363048
5,1916,2,Gurugram,552454
3,2165,1,Gurugram,501681
5,1968,2,Gurugram,598469
2,1308,3,,362041
3,671,1,Bengaluru,310765
4,3123,1,Gurugram,696312
3,530,1,Bengaluru,292028
5,546,3,Gurugram,308476
1,629,2,Bengaluru,228936
3,2899,2,Gurugram,613668
4,1477,1,Noida,366872
2,2145,1,Gurugram,452529
1,2104,1,Bengaluru,440703
2,557,1,Gurugram,213849
3,1629,3,Gurugram,471848
5,3359,1,Bengaluru,904426
5,1853,3,Bengaluru,649312
4,1267,1,Bengaluru,464149
5,1182,,Gurugram,454429
1,3954,2,Bengaluru,869320
5,2508,1,Gurugram,622770
4,3733,1,Bengaluru,957399
,3544,3,Bengaluru,923680
3,2833,1,Noida,451423
5,3642,1,Noida,631564
2,2290,1,Bengaluru,553709
,1977,2,Gurugram,493332
5,1385,3,Bengaluru,552661
4,896,2,Gurugram,313397
5,2038,3,Gurugram,594104
3,2573,2,Noida,441438
4,,1,Bengaluru,366423
5,2673,2,Noida,492656
1,3979,2,Bengaluru,843475
4,2088,,Gurugram,540897
1,1721,,Bengaluru,416391
2,1310,2,Noida,259833
4,2735,3,,515333
1,3245,3,Bengaluru,720283
3,3357,3,Gurugram,655570
3,3263,3,Noida,535364
2,2532,3,Bengaluru,647611
4,2007,2,Noida,434127
4,949,3,Gurugram,380032
4,3070,1,Noida,538948
2,2394,2,Gurugram,471478
,1877,2,,518116
3,3533,2,Noida,536670
1,3205,3,Bengaluru,733708
3,1096,1,Gurugram,300507
3,2647,3,Bengaluru,712182
1,1115,2,Noida,189241
3,1447,2,Gurugram,422629
2,2081,2,Noida,330096
1,1055,2,Bengaluru,302639
3,777,3,Gurugram,266820
5,2513,,Bengaluru,748269
3,990,1,Gurugram,317281
2,754,2,Bengaluru,279407
4,2928,1,Gurugram,634865
3,1391,2,Noida,328215
4,1041,2,Noida,320749
5,1787,1,Gurugram,524233
3,2133,2,Gurugram,488381
1,1324,,Noida,219172
4,3426,2,Bengaluru,926979
5,1852,1,Gurugram,575462
1,3686,2,Gurugram,633909
1,3847,1,Noida,483318
1,780,2,Gurugram,191762
1,1798,2,Noida,247271
3,1272,2,,288437
3,3390,,Bengaluru,834475
3,3266,3,Gurugram,667356
5,827,2,Gurugram,380336
5,2758,2,Noida,533987
5,3274,1,Gurugram,763250
2,1422,2,Noida,252437
5,1051,2,Gurugram,393642
3,,2,Gurugram,520925
3,2574,2,Gurugram,514152
2,1201,3,Bengaluru,341850
2,3654,3,Gurugram,654101
5,2419,2,Gurugram,613369
4,3229,2,Gurugram,710070
2,2960,2,Noida,390560
1,666,3,,194811
3,668,3,Gurugram,243563
1,728,1,Noida,119591
3,2502,1,,674877
3,866,2,Noida,256132
2,1027,2,Bengaluru,327039
2,1290,3,Bengaluru,387960
1,1023,2,Gurugram,197753
3,1595,2,Noida,321324
1,2168,3,Noida,301219
4,2653,3,Noida,514691
1,3279,3,Noida,415172
5,2408,3,Gurugram,658812
1,3512,1,Bengaluru,740675
,1805,3,Gurugram,520683
5,632,3,,371351
5,3081,2,Bengaluru,902541
4,3522,,Bengaluru,895606
1,2816,2,Noida,372834
1,3983,1,Gurugram,648530
4,3220,3,Bengaluru,907375
3,2142,3,Bengaluru,599427
2,3338,1,Bengaluru,769724
1,2388,3,Bengaluru,558939
2,2270,2,Noida,338707
4,517,1,Gurugram,295911
3,2277,3,Noida,386805
,616,1,Gurugram,256126
3,1297,1,Gurugram,339533
4,3715,3,Bengaluru,968889
5,3098,2,Bengaluru,862096
5,3476,3,Bengaluru,992645
2,2211,3,Gurugram,454533
,1252,2,Noida,413521
5,2969,3,Bengaluru,859060
3,1892,3,Noida,369018
3,3193,3,Noida,517818
2,3105,1,Noida,396990
1,2597,1,Gurugram,431903
2,1177,1,Noida,243911
2,605,3,Bengaluru,277948
4,3787,2,Bengaluru,977724
4,1157,1,Bengaluru,422008
2,2446,2,Noida,358241
2,1948,3,Bengaluru,558993
2,1595,1,Bengaluru,402328
5,1487,3,Bengaluru,587959
4,3389,2,Bengaluru,900310
2,2308,1,Bengaluru,548472
3,2282,1,Noida,381924
3,,1,Bengaluru,312908
5,2448,1,Noida,510564
5,3757,2,Gurugram,842210
1,2617,1,,556076
,2497,3,Gurugram,465682
1,2697,1,,316397
5,3817,2,Bengaluru,1018285
5,1273,1,Bengaluru,495093
5,2061,2,Noida,489332
3,2175,2,Bengaluru,571523
5,1622,3,Gurugram,491513
3,1801,1,Gurugram,418306
1,2086,1,Noida,257448
1,2186,1,Noida,291132
1,1443,3,Noida,222477
2,954,3,Noida,223611
2,1627,2,Bengaluru,413003
4,1445,2,Bengaluru,504392
4,1100,2,Bengaluru,391842
4,3200,3,,874749
2,1224,,Noida,265945
2,2780,3,Bengaluru,670409
4,1917,2,Bengaluru,610906
4,2024,3,Gurugram,524819
,750,2,Noida,369642
4,2044,2,Bengaluru,633360
5,578,1,Bengaluru,354827
3,3623,1,Bengaluru,908019
2,1397,1,Noida,266240
4,3468,2,Noida,558557
2,1280,1,Gurugram,311910
2,725,1,Gurugram,228340
2,1574,1,Noida,258887
3,1709,3,Gurugram,437662
1,1557,2,Gurugram,308440
4,1302,1,Bengaluru,456887
1,1241,3,Gurugram,293080
1,2678,3,Gurugram,442155
1,3570,3,Bengaluru,807538
2,3179,1,Bengaluru,721432
5,3385,3,Noida,613629
2,3306,2,Noida,418635
2,1203,3,Bengaluru,344219
1,3044,,Gurugram,534858
2,1926,3,Bengaluru,516654
1,2870,3,Gurugram,531696
5,3781,2,Noida,640118
4,1114,1,Bengaluru,445128
1,828,2,Bengaluru,235394
5,1895,2,Gurugram,565808
4,1983,,Noida,386461
,632,3,Bengaluru,308176
1,1334,1,Gurugram,267564
1,3198,1,Gurugram,529767
3,620,2,Bengaluru,301618
3,3153,1,Gurugram,642469
1,1975,3,Bengaluru,464643
3,1464,2,Bengaluru,478308
2,628,3,Gurugram,178141
4,3662,2,Gurugram,730992
4,2098,3,Bengaluru,628915
,2576,1,Noida,473226
2,3269,1,,421800
3,2047,1,Bengaluru,542645
5,,3,Bengaluru,444628
3,3868,2,Bengaluru,945607
,1653,2,Noida,222568
,1816,2,Noida,377910
3,1696,1,Noida,329741
5,3491,3,Bengaluru,994098
1,3595,2,Gurugram,584965
2,3670,3,Gurugram,712119
2,,2,Noida,301567
5,,1,Gurugram,375516
1,638,3,Gurugram,178385
4,2026,2,Noida,424665
3,1697,2,Bengaluru,464721
1,528,2,Noida,120636
2,1430,2,Bengaluru,417559
5,3043,1,Bengaluru,889158
5,1513,2,Gurugram,494634
3,3202,2,Noida,483078
5,1327,1,Gurugram,473543
5,850,2,Bengaluru,475835
1,3101,3,Noida,391970
4,2524,3,Bengaluru,731151
3,798,2,Bengaluru,354737
1,2243,1,Bengaluru,486004
4,2365,1,Gurugram,566002
1,1715,1,Bengaluru,451153
1,2195,2,Bengaluru,518067
5,2611,2,Gurugram,676985
4,1254,3,Noida,348826
3,1269,1,Noida,298626
3,1738,2,Noida,368117
4,1333,2,Bengaluru,456316
,2713,2,,675024
,2406,1,Bengaluru,598194
1,3803,1,Bengaluru,819472
5,2064,3,Bengaluru,683057
4,1718,1,Gurugram,495603
1,1005,2,Noida,174572
3,1857,3,Bengaluru,537377
2,3340,1,Gurugram,630684
3,3875,1,Gurugram,769045
4,3380,1,Noida,570814
1,1960,1,Bengaluru,443687
4,,2,Bengaluru,991351
1,,1,Gurugram,549948
5,1916,2,Gurugram,562479
2,3353,2,Bengaluru,812571
5,1672,2,Noida,448483
5,1260,3,,441041
4,1332,2,Bengaluru,447592
2,1928,1,Noida,305603
1,782,3,Gurugram,213933
,3933,1,Gurugram,637772
3,878,2,Gurugram,279069
1,697,1,Noida,105556
4,3562,3,,766388
5,3571,3,Gurugram,791007
5,1055,,Gurugram,447710
5,855,1,Bengaluru,441298
2,2063,1,Bengaluru,518585
1,1540,3,Noida,232390
4,3186,2,Bengaluru,878838
2,878,1,Noida,224617
3,1179,2,Gurugram,328171
4,3053,3,Gurugram,673286
4,2279,1,Gurugram,544703
4,1398,,Bengaluru,477107
5,575,3,Gurugram,330154
4,730,1,Gurugram,303202
1,2239,2,Bengaluru,503723
,1461,3,Noida,352096
5,3819,3,,670705
4,2849,1,Noida,492383
3,3273,3,Noida,519645
,2762,1,Gurugram,554604
5,3729,1,Gurugram,832028
1,2616,3,Noida,344494
1,892,,Noida,138230
2,1608,2,Bengaluru,473685
5,766,2,Bengaluru,425454
4,1592,1,Bengaluru,517869
5,1110,2,Bengaluru,497620
2,1870,1,Bengaluru,465070
5,1508,2,Bengaluru,568064
5,1461,3,Gurugram,539731
2,3275,1,Noida,402108
,1172,1,Gurugram,225235
4,,,Noida,504048
2,3745,1,Bengaluru,851671
3,2200,1,Gurugram,479987
1,2662,1,Bengaluru,626264
3,2767,3,Noida,445603
1,530,,Gurugram,167436
4,1866,2,Gurugram,487648
4,1900,1,Noida,407983
5,1653,2,Gurugram,536663
3,1116,2,Noida,280112
1,1038,3,Gurugram,224263
4,3286,2,Gurugram,710429
2,3573,3,,855301
4,,2,Gurugram,442829
2,600,1,Gurugram,205140
1,3629,2,Bengaluru,794210
4,,,Gurugram,542376
4,3239,3,Gurugram,703317
1,1440,3,Gurugram,287754
4,840,2,Bengaluru,423873
2,3408,2,Gurugram,629265
4,1543,3,Gurugram,474630
3,3826,1,Bengaluru,907462
5,3888,1,Noida,668819
2,537,2,Bengaluru,204387
,1159,2,Gurugram,319351
1,2533,3,Gurugram,477799
2,2060,2,Bengaluru,524771
5,3957,2,Noida,660852
5,2156,3,Bengaluru,719811
1,3475,3,Bengaluru,769198
1,1549,2,Gurugram,281395
2,953,1,Bengaluru,289241
4,2204,2,Noida,420903
1,1846,,Bengaluru,452427
4,,1,Gurugram,726714
3,1318,1,Gurugram,340885
5,1272,3,Noida,415909
4,512,3,Gurugram,301348
,3462,3,Noida,655388
4,1420,2,Bengaluru,551388
3,1324,3,Bengaluru,459435
1,2918,3,Noida,361525
3,1814,2,Noida,328221
1,2879,2,Bengaluru,650694
1,2808,,Gurugram,478081
5,2517,2,Noida,492851
3,1728,2,Gurugram,430787
4,1196,3,Gurugram,451647
3,,1,Noida,499514
5,1449,1,Bengaluru,526563
1,2934,2,Gurugram,509731
5,,3,Noida,624269
2,3015,3,,742848
2,1938,,Gurugram,387974
4,568,3,Noida,284453
5,3675,,Noida,642720
4,2281,3,Noida,454368
4,3732,1,Gurugram,731219
2,2747,1,Noida,381666
4,2763,2,Gurugram,650132
2,2469,3,Noida,365460
1,,3,Bengaluru,212801
5,1007,3,Bengaluru,509356
4,,3,Gurugram,610453
2,2021,2,Bengaluru,526438
3,3431,3,Bengaluru,828911
4,831,2,Gurugram,323592
1,3264,3,Gurugram,613393
1,1050,3,Gurugram,270610
3,2124,1,Bengaluru,594257
2,1441,2,Noida,218363
4,2803,1,Gurugram,603816
2,3539,2,Gurugram,623680
1,1227,3,Bengaluru,297938
2,1379,3,Bengaluru,398079
1,3362,2,Gurugram,589914
2,3743,1,Noida,471661
3,1148,2,Bengaluru,393391
5,1499,2,Noida,413755
3,2021,3,Noida,400164
3,3018,1,Gurugram,630564
5,3955,2,Bengaluru,1064239
,3237,1,Bengaluru,932968
4,2112,1,Bengaluru,624742
4,3247,2,Noida,579638
3,3054,1,Gurugram,605978
3,3539,3,Noida,494537
1,1509,3,Bengaluru,356541
1,2050,3,Gurugram,360464
4,,3,Noida,345496
4,3378,1,Bengaluru,908172
1,3896,3,Gurugram,655417
1,713,2,Gurugram,149850
2,3779,3,Bengaluru,856676
2,668,2,,185649
1,3901,2,Noida,490594
2,3851,3,,519520
5,,3,Gurugram,520427
4,1828,1,Noida,400836
4,645,2,Bengaluru,318470
1,2298,3,Noida,321827
3,1015,1,,340219
1,3661,3,Noida,437764
2,952,3,Noida,210746
3,559,3,Noida,233827
2,3882,2,Bengaluru,891427
5,1027,3,Gurugram,426436
2,3798,1,Bengaluru,864082
5,1523,3,Bengaluru,589954
5,3021,3,Bengaluru,878681
2,2064,1,Bengaluru,519348
2,3304,1,Noida,480243
5,3329,2,Bengaluru,956591
3,1602,2,Bengaluru,480430
5,932,2,Bengaluru,458533
4,1676,2,Noida,388168
5,900,1,Gurugram,396599
3,3850,3,Noida,564581
4,2604,3,Noida,492143
1,3550,3,Bengaluru,784964
1,2733,2,Bengaluru,604309
3,2945,1,Gurugram,593993
5,1104,1,Bengaluru,446079
2,3335,,Noida,457401
3,2705,3,Noida,460141
4,2310,2,Gurugram,606731
4,3930,1,Gurugram,775589
1,1963,2,Bengaluru,454528
,3136,1,Gurugram,703739
3,3013,2,Gurugram,629127
4,2993,1,,691580
3,2273,2,Noida,426825
2,3348,1,Bengaluru,731001
1,2053,1,Gurugram,373097
4,1596,2,Gurugram,464653
3,1428,2,Bengaluru,455143
5,2451,3,Gurugram,638960
1,2473,2,Bengaluru,595841
2,2564,1,,365859
3,2054,1,Noida,302661
2,3278,2,Bengaluru,766748
2,825,3,Bengaluru,336423
4,1494,,Gurugram,421759
4,1112,1,Gurugram,401150
3,3093,1,Bengaluru,799449
5,1095,3,Noida,384382
,1420,2,Noida,315781
5,1341,1,Gurugram,459756
2,1725,1,Noida,271953
1,843,1,Noida,130929
,2376,2,Bengaluru,673613
3,1358,2,,302330
5,1923,3,Bengaluru,649159
2,3789,1,Gurugram,689333
2,944,1,Gurugram,260129
5,2288,3,Bengaluru,707759
2,721,1,Gurugram,205266
4,3954,3,Noida,591424
1,1091,3,Noida,240102
3,1530,1,Bengaluru,458745
1,1795,2,Noida,235964
3,1517,2,Noida,311696
,2563,,Bengaluru,717516
2,1947,2,Bengaluru,505739
5,2545,1,Gurugram,666451
4,1023,3,Noida,334246
1,3350,3,Bengaluru,722247
5,2568,1,Bengaluru,750640
2,2775,2,Noida,400992
,,,Noida,568848
5,2308,,Bengaluru,717783
4,1811,,Bengaluru,625114
4,3356,2,Bengaluru,871085
2,3705,1,Noida,451576
3,1806,3,Gurugram,436094
5,2951,3,Gurugram,686666
2,1589,1,,294622
4,2172,3,Noida,424014
,936,1,Noida,184120
3,1328,3,,352531
5,3481,2,Gurugram,758316
3,758,3,Bengaluru,330502
1,,,Bengaluru,555576
5,2489,2,Bengaluru,731706
3,602,1,Bengaluru,272955
4,1492,2,Noida,376513
5,,3,Gurugram,461360
5,1624,3,Gurugram,535585
2,1721,2,Noida,326070
4,3360,1,Bengaluru,898289
,2773,2,Noida,351617
3,,3,Gurugram,719743
2,3010,3,Gurugram,626042
3,736,2,Gurugram,251575
1,3597,2,Bengaluru,802054
1,1644,2,Gurugram,296660
5,3053,3,Noida,590134
1,3753,3,Noida,428858
3,3361,3,Bengaluru,867317
4,1266,1,Noida,342198
4,3181,3,,578090
5,3886,3,Gurugram,857474
3,1490,1,Noida,302938
3,3165,1,Gurugram,628887
1,2259,1,Bengaluru,561022
3,2820,1,Bengaluru,736669
,2779,,Bengaluru,692693
1,3991,1,Noida,473587
2,3315,2,Gurugram,634889
5,995,2,,339997
4,1547,2,Noida,363503
5,3680,2,Gurugram,809573
4,2226,3,Noida,453781
5,3049,1,Bengaluru,867729
3,2572,3,Bengaluru,662246
2,3758,1,Bengaluru,862458
4,2835,1,Bengaluru,736750
1,837,3,Noida,179229
2,2437,,Gurugram,487629
1,3608,,Noida,465707
2,2317,3,Gurugram,481806
2,636,1,Noida,164352
5,3055,1,Noida,533975
4,2774,,Gurugram,618209
4,819,2,Bengaluru,368045
2,2363,3,Bengaluru,610031
3,1415,3,Gurugram,383827
3,1705,2,Gurugram,437848
1,2397,3,Gurugram,466626
1,2633,3,Bengaluru,578318
5,,1,Noida,402447
2,2600,2,Bengaluru,639045
1,3407,1,Gurugram,577334
1,3414,2,Noida,425133
2,1758,1,Noida,317555
5,2482,3,Noida,506010
,932,2,,178358
5,1498,2,Bengaluru,573370
4,2647,1,Gurugram,616040
5,1489,2,Gurugram,507756
3,,3,Bengaluru,384378
3,2950,3,Noida,443443
5,895,3,Noida,393879
3,914,1,Gurugram,307349
4,1438,2,Bengaluru,500026
2,2136,1,Gurugram,387477
3,,3,Gurugram,650218
3,3010,2,Bengaluru,785907
5,1040,3,Bengaluru,496695
,,2,Noida,407333
2,2445,2,Bengaluru,621382
,3935,1,,651736
5,3701,2,Bengaluru,1035541
4,583,3,Noida,274341
2,770,2,Bengaluru,261660
4,2791,3,Gurugram,650951
2,887,1,Bengaluru,279046
4,713,3,Gurugram,319480
5,3365,2,Gurugram,811578
5,3737,3,Noida,682119
1,558,3,Bengaluru,172401
3,2125,2,Bengaluru,599406
4,3430,3,Noida,542360
1,1342,2,Bengaluru,372424
3,3471,1,Gurugram,695852
4,2027,3,Bengaluru,655473
2,2229,1,Bengaluru,550769
3,622,3,Noida,265693
5,1936,3,Bengaluru,690747
1,1662,1,Gurugram,306007
3,3800,3,Noida,537019
3,3845,3,Bengaluru,957704
5,2986,1,Bengaluru,854669
,3569,3,Noida,623951
